Input.image,Linearly-vs-Painterly,Planar-vs-Recessional,closed-form-vs-open-form,multiplicity-vs-unity,absolute-clarity-vs-relative-clarity
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2087_the-martyrdom-of-st-catherine-1505.jpg!Blog.jpg,0.6,0.5,0.75,0.95,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2087_the-soldier-s-departure-1791.jpg!Blog.jpg,0.85,0.4,0.65,0.6,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/20_the-young-saint-john-the-baptist-1480.jpg!Blog.jpg,0.5,0.15,0.35,0.1,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/210_be-quick-they-are-waking-up-1799.jpg!Blog.jpg,0.7,0.55,0.6,0.8,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/210_episodes-of-the-hermit-life-1460.jpg!Blog.jpg,0.45,0.8,0.85,0.45,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2120_abraham-s-sacrifice-1655.jpg!Blog.jpg,0.55,0.5,0.55,0.8,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2123_adoration-of-the-magi-1632.jpg!Blog.jpg,0.85,0.75,0.75,0.9,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/212_europa-1753.jpg!Blog.jpg,0.8,0.65,0.75,0.6,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2133_an-old-man-in-military-costume-formerly-called-portrait-of-rembrandt-s-father-1630.jpg!Blog.jpg,0.7,0.35,0.5,0.55,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2135_an-old-man-seen-from-behind-1631.jpg!Blog.jpg,0.3,0.2,0.15,0.3,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2137_an-old-man-with-a-beard-fur-cap-and-a-velvet-cloak-1632.jpg!Blog.jpg,0.35,0.1,0.25,0.45,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2138_an-old-man-with-a-bushy-beard-1630.jpg!Blog.jpg,0.45,0.15,0.35,0.45,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/214_head-of-prophet-1443.jpg!Blog.jpg,0.65,0.3,0.15,0.3,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2161_fishing-boat-coming-in-before-the-wind-the-kearsarge-in-boulogne-1864.jpg!Blog.jpg,0.45,0.3,1.0,0.3,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2165_beggar-with-a-crippled-hand-leaning-on-a-stick-1629.jpg!Blog.jpg,0.4,0.65,0.3,0.2,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/217_blow-1799.jpg!Blog.jpg,0.5,0.95,0.4,0.9,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2183_a-good-tree-has-grown-1914.jpg!Blog.jpg,0.4,0.4,0.4,0.55,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2186_bust-of-young-woman-probably-saskia-van-uylenburgh-1633.jpg!Blog.jpg,0.65,0.25,0.2,0.6,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2193_christ-and-the-woman-of-samaria-an-arched-print-1658.jpg!Blog.jpg,0.65,0.6,0.65,0.6,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2195_christ-at-emmaus-1634.jpg!Blog.jpg,0.5,0.3,0.4,0.65,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/219_pala-di-sant-agostino-sant-irene-and-st-sebastian-1523.jpg!Blog.jpg,0.6,0.3,0.05,0.2,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/21_frontal-view-of-the-skeleton-of-a-horse-study-no-10-from-the-anatomy-of-the-horse-1766.jpg!Blog.jpg,0.25,0.4,0.1,0.1,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2205_self-portrait-as-hamlet-1821.jpg!Blog.jpg,0.8,0.15,0.35,0.55,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2210_christ-resurected-1634.jpg!Blog.jpg,0.95,0.7,0.6,1.0,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/222_portrait-of-berthe-jacques-wife-of-the-artist-1894.jpg!Blog.jpg,0.35,0.15,0.35,0.15,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2259_courtiers-1912.jpg!Blog.jpg,0.55,0.0,0.3,0.05,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2268_holy-family-1640.jpg!Blog.jpg,0.95,0.7,0.7,1.0,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2273_the-beautiful-virgin-of-regensburg-1520.jpg!Blog.jpg,0.45,0.0,0.05,0.3,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/227_madonna-with-the-child-1460.jpg!Blog.jpg,0.45,0.1,0.2,0.15,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2281_the-st-george-killing-the-dragon-art-1511.jpg!Blog.jpg,0.45,0.85,0.75,0.6,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2292_jesus-disputing-the-doctors-a-larger-print-1652.jpg!Blog.jpg,0.65,0.55,0.55,0.75,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2293_jesus-disputing-with-the-doctors-1630.jpg!Blog.jpg,0.7,0.65,0.4,0.65,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2297_john-the-baptist-preaching-1635.jpg!Blog.jpg,0.95,0.8,0.6,1.0,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/22_adoration-of-the-magi-1442.jpg!Blog.jpg,0.3,0.15,0.0,0.5,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2308_adam-and-eve-1524.jpg!Blog.jpg,0.4,0.35,0.05,0.1,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2313_landscape-with-a-cow-drinking-1649.jpg!Blog.jpg,0.5,0.45,0.8,0.8,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2315_aristide-bruant-in-his-cabaret-1892.jpg!Blog.jpg,0.25,0.1,0.55,0.0,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2318_beheading-of-st-dorothea-1516.jpg,0.55,0.5,0.9,0.55,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2328_drawing-of-the-castles-of-alsacien-ortenberg-right-and-ramstein-left-1514.jpg!Blog.jpg,0.6,0.45,0.85,0.75,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2333_group-of-seven-wild-horses-1534.jpg!Blog.jpg,0.2,0.45,0.55,0.6,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2334_behind-the-scenes-1899.jpg!Blog.jpg,0.95,0.6,0.85,0.8,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2344_lamentation-1517.jpg!Blog.jpg,0.8,0.4,0.35,0.65,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2345_mater-dolorosa-1660.jpg!Blog.jpg,0.75,0.25,0.3,0.8,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2349_edge-of-the-forest-1885.jpg!Blog.jpg,0.5,0.3,0.9,0.8,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2351_edge-of-the-forest-1892.jpg!Blog.jpg,0.65,0.2,0.75,1.0,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2354_musical-allegory-1626.jpg!Blog.jpg,0.4,0.5,0.4,0.5,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2355_turks-at-the-cafe-1937.jpg!Blog.jpg,0.8,0.4,0.5,0.45,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2356_nativity-1520.jpg!Blog.jpg,0.55,0.15,0.9,0.75,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2359_portrait-of-a-man-1514.jpg!Blog.jpg,0.55,0.1,0.35,0.15,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/235_fishing-with-nets-1850.jpg!Blog.jpg,0.85,0.35,0.7,0.95,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2368_old-man-with-a-beret-1654.jpg!Blog.jpg,0.85,0.25,0.3,0.4,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/236_correction-1799.jpg!Blog.jpg,0.6,0.65,0.8,0.55,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2378_fir-forest-in-winter-1884.jpg!Blog.jpg,0.55,0.3,0.7,0.8,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/237_procession-of-re-ordained-in-a-church-1469.jpg!Blog.jpg,0.7,0.25,0.55,0.45,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2383_petronella-buys-wife-of-philips-lucasz-1635.jpg!Blog.jpg,0.75,0.2,0.15,0.65,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2385_guitar-fruit-and-pitcher-1927.jpg!Blog.jpg,0.35,0.65,0.8,0.4,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2387_philosopher-reading-1631.jpg!Blog.jpg,0.8,0.3,0.45,0.6,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2398_banks-of-the-loing-1890.jpg!Blog.jpg,0.9,0.55,0.45,0.8,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2399_bridge-of-glory-1923.jpg!Blog.jpg,0.65,0.4,0.9,0.75,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/23_assumption-of-the-virgin-1529.jpg!Blog.jpg,0.9,0.6,0.05,0.55,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2402_portrait-of-a-man-possibly-the-poet-jan-harmensz-krul-1633.jpg!Blog.jpg,0.85,0.15,0.2,0.45,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2404_witches-1514.jpg!Blog.jpg,0.5,0.8,0.45,0.75,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2405_woman-with-cat-allegory-of-musik-1529.jpg!Blog.jpg,0.7,0.3,0.5,0.1,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2407_miss-may-belfort-1895.jpg!Blog.jpg,0.95,0.45,0.95,0.45,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2409_portrait-of-a-man-with-a-golden-helmet-1648.jpg,0.85,0.35,0.3,0.7,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2410_apollo-and-the-muses-on-parnassus-1533.jpg!Blog.jpg,0.75,0.15,0.2,0.4,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2412_forest-glade-glade-1897.jpg!Blog.jpg,0.35,0.65,0.7,0.7,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2425_portrait-of-alijdt-adriaensdr-1639.jpg!Blog.jpg,0.65,0.25,0.35,0.35,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2433_the-last-day-of-pompeii-1-1830.jpg!Blog.jpg,0.95,0.8,0.75,1.0,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2437_bridge-at-villeneuve-la-garenne-1872.jpg!Blog.jpg,0.85,0.1,0.9,0.7,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2437_christ-1933.jpg,0.75,0.65,0.55,0.4,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2438_portrait-of-coppenol-1658.jpg!Blog.jpg,0.65,0.25,0.25,0.35,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/244_rinaldo-observed-by-carlo-and-ubaldo-1755.jpg!Blog.jpg,0.9,0.7,0.7,0.8,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2461_portrait-of-nicolaes-ruts-1631.jpg!Blog.jpg,0.75,0.2,0.35,0.4,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2476_portrait-of-anne-of-cleves-1539.jpg!Blog.jpg,0.5,0.25,0.15,0.35,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2504_portrait-of-nicholas-kratzer-1528.jpg!Blog.jpg,0.35,0.6,0.45,0.3,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/250_st-anne-s-vision-1759.jpg!Blog.jpg,0.8,0.95,0.1,0.95,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2513_satan-tempting-christ-to-change-stones-into-bread-1640.jpg!Blog.jpg,0.55,0.6,0.55,0.5,0.55
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2515_forthcoming-stylites-1918.jpg,0.35,0.85,0.8,0.35,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2516_seated-beggar-and-his-dog-1629.jpg!Blog.jpg,0.4,0.6,0.5,0.4,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2525_sunrise-in-the-catskill-mountains-1826.jpg!Blog.jpg,0.9,0.8,0.95,0.95,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2538_the-arrogance-of-rehoboam-1530.jpg!Blog.jpg,0.4,0.05,0.25,0.5,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/255_st-benedict-1498.jpg!Blog.jpg,0.75,0.3,0.45,0.5,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2561_self-portrait-in-a-fur-cap-bust-1630.jpg!Blog.jpg,0.5,0.55,0.15,0.75,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2567_portrait-of-marie-coca-and-her-daughter-1913.jpg,0.1,0.6,0.35,0.05,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2569_self-portrait-with-hat-1906.jpg!Blog.jpg,0.9,0.15,0.25,0.55,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/257_st-nicholas-of-tolentino-1507.jpg!Blog.jpg,0.75,0.15,0.1,0.2,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2582_railroad-embankment-at-sevres-1879.jpg!Blog.jpg,0.8,0.85,0.85,0.7,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2589_big-fishes-eat-small-fishes-1556.jpg!Blog.jpg,0.55,0.9,0.65,0.7,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2590_self-portrait-with-shaded-eyes-1634.jpg,0.9,0.15,0.35,0.5,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/259_the-banquet-of-cleopatra-1747.jpg!Blog.jpg,0.75,0.3,0.15,0.8,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2601_simon-with-jesus-1669.jpg!Blog.jpg,0.9,0.6,0.7,0.85,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/260_andy-warhol-facing-left-1976.jpg!Blog.jpg,0.8,0.45,0.5,0.35,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2620_st-peter-and-st-john-at-the-entrance-to-the-temple-1649.jpg!Blog.jpg,0.5,0.4,0.35,0.6,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2621_pine-forest-in-vyatka-province-1872.jpg!Blog.jpg,0.65,0.5,0.75,0.85,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2632_boats-on-the-seine-at-oissel-1909.jpg!Blog.jpg,0.95,0.7,0.85,0.7,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2637_summer-1568.jpg!Blog.jpg,0.75,0.85,0.65,0.45,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2639_symphony-1970.jpg!Blog.jpg,0.65,0.55,0.65,0.8,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2649_the-artist-drawing-from-the-model-1639.jpg!Blog.jpg,0.4,0.6,0.3,0.55,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/264_even-so-he-cannot-make-her-out-1799.jpg!Blog.jpg,0.5,0.6,0.4,0.7,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2654_the-ascension-of-christ-1636.jpg!Blog.jpg,0.95,0.8,0.3,0.65,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2673_batavernas-trohetsed-1662.jpg!Blog.jpg,0.9,0.4,0.45,0.75,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/267_the-crucifixion-1496.jpg!Blog.jpg,0.55,0.0,0.05,0.15,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2683_kitchen-scene-1605.jpg!Blog.jpg,0.45,0.65,0.95,0.8,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/268_adoration-of-the-shepherds-1642.jpg!Blog.jpg,0.7,0.9,0.85,0.85,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2690_the-flight-into-egypt-called-in-the-style-of-elzheimer-1653.jpg!Blog.jpg,0.55,0.6,0.85,0.85,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2691_portrait-of-the-artist-s-wife-1601.jpg!Blog.jpg,0.65,0.5,0.6,0.75,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2699_the-holy-family-with-a-cat-1654.jpg!Blog.jpg,0.7,0.4,0.55,0.95,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/26_adoration-of-the-magi-1434.jpg!Blog.jpg,0.25,0.65,0.75,0.05,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/26_portrait-of-ambroise-vollard-1910.jpg!Blog.jpg,0.8,0.6,0.2,0.6,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2715_the-road-in-the-rye-1866.jpg!Blog.jpg,0.75,0.45,0.55,0.4,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2734_a-bridegroom-buying-a-ring-for-his-fiancee-1839.jpg!Blog.jpg,0.55,0.5,0.75,0.35,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2736_the-return-of-the-prodigal-son-1636.jpg!Blog.jpg,0.4,0.45,0.4,0.6,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2737_the-return-of-the-prodigal-son-1669.jpg!Blog.jpg,0.9,0.3,0.6,0.85,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2739_the-sacrifice-of-abraham-1635.jpg!Blog.jpg,0.85,0.75,0.9,0.8,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/273_study-for-vertumnus-and-pomona-1519.jpg!Blog.jpg,0.45,0.35,0.25,0.25,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/273_the-judgment-of-solomon-1728.jpg!Blog.jpg,0.55,0.7,0.3,0.6,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2746_the-ship-of-fortune-1633.jpg!Blog.jpg,0.6,0.75,0.95,0.8,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2756_the-stoning-of-st-stephen-1625.jpg!Blog.jpg,0.9,0.75,0.75,0.7,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2759_the-supper-at-emmaus-1648.jpg!Blog.jpg,0.9,0.15,0.45,0.75,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2761_the-cricket-american-bar-le-grillon-american-bar-1899.jpg,0.7,0.75,0.4,0.05,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2774_the-virgin-with-the-instruments-of-the-passion-1652.jpg!Blog.jpg,0.45,0.65,0.6,0.45,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2775_jeanne-hebuterne-1919.jpg!Blog.jpg,0.45,0.25,0.4,0.25,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/277_the-wounded-standard-bearer-hans-baer-1896.jpg!Blog.jpg,0.45,0.95,0.25,0.4,0.55
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2783_achille-de-gas-as-a-naval-cadet-detail-1857.jpg!Blog.jpg,0.7,0.15,0.2,0.4,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2785_three-oriental-figures-jacob-and-laban-1641.jpg!Blog.jpg,0.5,0.3,0.35,0.35,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/278_lake-piediluco-1826.jpg!Blog.jpg,0.55,0.25,0.7,0.55,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2790_the-washerwomen-of-moret-1888.jpg!Blog.jpg,0.85,0.75,0.85,0.75,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2793_tobit-and-anna-1659.jpg!Blog.jpg,0.95,0.65,0.7,0.45,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2797_view-of-marly-le-roi-from-house-at-coeur-colant-1876.jpg!Blog.jpg,0.95,0.65,0.85,0.8,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2798_two-negroes-1661.jpg!Blog.jpg,0.85,0.65,0.15,0.65,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/279_the-meeting-of-anthony-1747.jpg!Blog.jpg,0.9,0.45,0.35,0.8,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2800_lunia-czechovska-1919.jpg!Blog.jpg,0.4,0.4,0.5,0.05,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2815_woman-in-bed-1645.jpg!Blog.jpg,0.85,0.45,0.35,0.3,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2817_offering-of-the-mandan-indians-plate-14-from-volume-1-of-travels-in-the-interior-of-north-1843.jpg!Blog.jpg,0.35,0.4,0.25,0.55,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/281_blue-green-split-1964.jpg,0.55,0.15,0.4,0.0,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2823_young-woman-trying-earrings-1654.jpg!Blog.jpg,0.95,0.4,0.25,0.5,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2828_nude-looking-over-her-right-shoulder-1917.jpg!Blog.jpg,0.45,0.3,0.1,0.0,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2835_snags-on-the-missouri-river-1833.jpg!Blog.jpg,0.75,0.55,0.6,0.8,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2836_stolzenfels-castle-in-the-background-lahneck-castle-1836.jpg!Blog.jpg,0.75,0.6,0.6,0.7,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2840_lahaul-1943.jpg!Blog.jpg,0.5,0.1,0.6,0.55,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2857_boy-playing-the-flute-1660.jpg!Blog.jpg,0.5,0.5,0.45,0.15,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2859_lake-ladoga-islands-1918.jpg,0.25,0.6,0.95,0.1,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/285_the-sacrifice-of-isaac-1729.jpg!Blog.jpg,0.45,0.95,0.45,0.6,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/286_a-plan-of-imola-1502.jpg!Blog.jpg,0.55,0.3,0.1,0.65,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2871_three-boys-merry-making-1629.jpg!Blog.jpg,0.75,0.75,0.4,0.65,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2879_a-view-of-het-sterckshof-near-antwerp-1646.jpg!Blog.jpg,0.8,0.75,0.8,0.65,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/287_highwaymen-attacking-a-coach-1787.jpg!Blog.jpg,0.95,0.7,0.7,0.6,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2881_organ-grinder-in-paris-1864.jpg!Blog.jpg,0.65,0.6,0.65,0.45,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/289_how-they-break-her-barrel-1799.jpg!Blog.jpg,0.95,0.3,0.4,0.7,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2901_madonna-oriflamma-1932.jpg!Blog.jpg,0.25,0.25,0.1,0.0,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2904_portrait-of-madame-survage-1918.jpg!Blog.jpg,0.5,0.1,0.55,0.3,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2909_the-blue-grotto-1835.jpg,0.85,0.75,0.85,0.8,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/293_saint-jerome-1430.jpg!Blog.jpg,0.35,0.15,0.25,0.05,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2941_red-haired-young-man-1919.jpg!Blog.jpg,0.6,0.3,0.8,0.4,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/294_banquet-given-by-charles-v-1338-80-in-hhonour-of-his-uncle-emperor-charles-iv-1316-78-in-1378-1460.jpg!Blog.jpg,0.4,0.5,0.25,0.35,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/294_still-life-1930.jpg,0.55,0.5,0.25,0.3,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/297_venus-and-vulcan-1760.jpg!Blog.jpg,0.85,0.5,0.65,0.7,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/299_margery-1899.jpg!Blog.jpg,0.45,0.35,0.35,0.35,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/29_annunciation-1442.jpg!Blog.jpg,0.45,0.2,0.15,0.05,0.45
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/29_st-james-with-two-children-1529.jpg!Blog.jpg,0.55,0.5,0.45,0.6,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/29_trinity-of-the-broken-body-1410.jpg!Blog.jpg,0.4,0.65,0.05,0.65,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/2_icon-of-archangel-michael-1699.jpg!Blog.jpg,0.55,0.15,0.1,0.2,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/301_worshippers-1745.jpg!Blog.jpg,0.7,0.75,0.35,0.55,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3039_a-hermit-praying-1670.jpg!Blog.jpg,0.65,0.4,0.55,0.55,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3046_astronomer-1655.jpg!Blog.jpg,0.95,0.55,0.25,0.45,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/304_rotterdam-a-corner-of-the-basin-1877.jpg!Blog.jpg,0.6,0.75,0.85,0.8,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3062_old-woman-unreeling-threads-1665.jpg!Blog.jpg,0.8,0.25,0.1,0.4,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3062_view-of-le-cannet-roofs-1942.jpg!Blog.jpg,0.75,0.6,0.85,1.0,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3076_a-bowl-of-fruit-1870.jpg!Blog.jpg,0.85,0.3,0.15,0.75,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3081_st-michael-s-church-in-pereiaslav-khmelnytskyi-1845.jpg!Blog.jpg,0.55,0.2,0.7,0.35,0.5
